energyType,epochTimestamp,kWh,dateTime
gas,1679425200,4.505,2023-03-21T19:00:00Z
electricity,1679427000,0.117,2023-03-21T19:30:00Z
gas,1679427000,0.097,2023-03-21T19:30:00Z
electricity,1679428800,0.232,2023-03-21T20:00:00Z
gas,1679428800,8.956,2023-03-21T20:00:00Z
electricity,1679430600,1.663,2023-03-21T20:30:00Z
gas,1679430600,11.409,2023-03-21T20:30:00Z
electricity,1679432400,0.749,2023-03-21T21:00:00Z
gas,1679432400,5.749,2023-03-21T21:00:00Z
electricity,1679434200,0.085,2023-03-21T21:30:00Z
gas,1679434200,9.876,2023-03-21T21:30:00Z
electricity,1679436000,0.344,2023-03-21T22:00:00Z
gas,1679436000,0.0,2023-03-21T22:00:00Z
electricity,1679437800,1.14,2023-03-21T22:30:00Z
gas,1679437800,0.0,2023-03-21T22:30:00Z
electricity,1679439600,0.695,2023-03-21T23:00:00Z
gas,1679439600,0.0,2023-03-21T23:00:00Z
electricity,1679441400,0.939,2023-03-21T23:30:00Z
gas,1679441400,0.0,2023-03-21T23:30:00Z
electricity,1679443200,0.21,2023-03-22T00:00:00Z
gas,1679443200,0.0,2023-03-22T00:00:00Z
electricity,1679445000,1.232,2023-03-22T00:30:00Z
gas,1679445000,0.0,2023-03-22T00:30:00Z
electricity,1679446800,0.066,2023-03-22T01:00:00Z
gas,1679446800,0.0,2023-03-22T01:00:00Z
electricity,1679448600,0.233,2023-03-22T01:30:00Z
gas,1679448600,0.0,2023-03-22T01:30:00Z
electricity,1679450400,1.768,2023-03-22T02:00:00Z
gas,1679450400,0.0,2023-03-22T02:00:00Z
electricity,1679452200,0.15,2023-03-22T02:30:00Z
gas,1679452200,0.0,2023-03-22T02:30:00Z
electricity,1679454000,0.264,2023-03-22T03:00:00Z
gas,1679454000,0.0,2023-03-22T03:00:00Z
electricity,1679455800,1.371,2023-03-22T03:30:00Z
gas,1679455800,0.0,2023-03-22T03:30:00Z
electricity,1679457600,1.717,2023-03-22T04:00:00Z
gas,1679457600,0.0,2023-03-22T04:00:00Z
electricity,1679459400,1.958,2023-03-22T04:30:00Z
gas,1679459400,0.0,2023-03-22T04:30:00Z
electricity,1679461200,0.238,2023-03-22T05:00:00Z
gas,1679461200,2.982,2023-03-22T05:00:00Z
electricity,1679463000,1.823,2023-03-22T05:30:00Z
gas,1679463000,1.862,2023-03-22T05:30:00Z
electricity,1679464800,0.055,2023-03-22T06:00:00Z
gas,1679464800,9.449,2023-03-22T06:00:00Z
electricity,1679466600,1.616,2023-03-22T06:30:00Z
gas,1679466600,7.722,2023-03-22T06:30:00Z
electricity,1679468400,0.784,2023-03-22T07:00:00Z
gas,1679468400,8.468,2023-03-22T07:00:00Z
electricity,1679470200,0.33,2023-03-22T07:30:00Z
gas,1679470200,5.734,2023-03-22T07:30:00Z
electricity,1679472000,0.154,2023-03-22T08:00:00Z
gas,1679472000,2.948,2023-03-22T08:00:00Z
electricity,1679473800,0.626,2023-03-22T08:30:00Z
gas,1679473800,8.139,2023-03-22T08:30:00Z
electricity,1679475600,0.986,2023-03-22T09:00:00Z
gas,1679475600,0.0,2023-03-22T09:00:00Z
electricity,1679477400,1.164,2023-03-22T09:30:00Z
gas,1679477400,0.0,2023-03-22T09:30:00Z
electricity,1679479200,0.933,2023-03-22T10:00:00Z
gas,1679479200,0.0,2023-03-22T10:00:00Z
electricity,1679481000,1.671,2023-03-22T10:30:00Z
gas,1679481000,0.0,2023-03-22T10:30:00Z
electricity,1679482800,1.89,2023-03-22T11:00:00Z
gas,1679482800,0.0,2023-03-22T11:00:00Z
electricity,1679484600,1.661,2023-03-22T11:30:00Z
gas,1679484600,0.0,2023-03-22T11:30:00Z
electricity,1679486400,0.603,2023-03-22T12:00:00Z
gas,1679486400,0.0,2023-03-22T12:00:00Z
electricity,1679488200,1.834,2023-03-22T12:30:00Z
gas,1679488200,0.0,2023-03-22T12:30:00Z
electricity,1679490000,0.831,2023-03-22T13:00:00Z
gas,1679490000,0.0,2023-03-22T13:00:00Z
electricity,1679491800,1.219,2023-03-22T13:30:00Z
gas,1679491800,0.0,2023-03-22T13:30:00Z
electricity,1679493600,1.481,2023-03-22T14:00:00Z
gas,1679493600,0.0,2023-03-22T14:00:00Z
electricity,1679495400,1.422,2023-03-22T14:30:00Z
gas,1679495400,0.0,2023-03-22T14:30:00Z
electricity,1679497200,1.796,2023-03-22T15:00:00Z
gas,1679497200,0.0,2023-03-22T15:00:00Z
electricity,1679499000,1.032,2023-03-22T15:30:00Z
gas,1679499000,0.0,2023-03-22T15:30:00Z
electricity,1679500800,1.177,2023-03-22T16:00:00Z
gas,1679500800,0.0,2023-03-22T16:00:00Z
electricity,1679502600,1.229,2023-03-22T16:30:00Z
gas,1679502600,0.0,2023-03-22T16:30:00Z
electricity,1679504400,1.148,2023-03-22T17:00:00Z
gas,1679504400,10.916,2023-03-22T17:00:00Z
electricity,1679506200,1.788,2023-03-22T17:30:00Z
gas,1679506200,11.572,2023-03-22T17:30:00Z
electricity,1679508000,1.827,2023-03-22T18:00:00Z
gas,1679508000,3.306,2023-03-22T18:00:00Z
electricity,1679509800,0.425,2023-03-22T18:30:00Z
gas,1679509800,7.285,2023-03-22T18:30:00Z
electricity,1679511600,0.677,2023-03-22T19:00:00Z
gas,1679511600,3.271,2023-03-22T19:00:00Z
electricity,1679513400,1.952,2023-03-22T19:30:00Z
gas,1679513400,8.335,2023-03-22T19:30:00Z
electricity,1679515200,0.397,2023-03-22T20:00:00Z
gas,1679515200,6.828,2023-03-22T20:00:00Z
electricity,1679517000,0.15,2023-03-22T20:30:00Z
gas,1679517000,8.34,2023-03-22T20:30:00Z
electricity,1679518800,1.35,2023-03-22T21:00:00Z
gas,1679518800,11.981,2023-03-22T21:00:00Z
electricity,1679520600,0.604,2023-03-22T21:30:00Z
gas,1679520600,0.834,2023-03-22T21:30:00Z
electricity,1679522400,0.396,2023-03-22T22:00:00Z
gas,1679522400,0.0,2023-03-22T22:00:00Z
electricity,1679524200,0.359,2023-03-22T22:30:00Z
gas,1679524200,0.0,2023-03-22T22:30:00Z
electricity,1679526000,1.216,2023-03-22T23:00:00Z
gas,1679526000,0.0,2023-03-22T23:00:00Z
electricity,1679527800,1.804,2023-03-22T23:30:00Z
gas,1679527800,0.0,2023-03-22T23:30:00Z
electricity,1679529600,0.388,2023-03-23T00:00:00Z
gas,1679529600,0.0,2023-03-23T00:00:00Z
electricity,1679531400,1.758,2023-03-23T00:30:00Z
gas,1679531400,0.0,2023-03-23T00:30:00Z
electricity,1679533200,0.377,2023-03-23T01:00:00Z
gas,1679533200,0.0,2023-03-23T01:00:00Z
electricity,1679535000,1.437,2023-03-23T01:30:00Z
gas,1679535000,0.0,2023-03-23T01:30:00Z
electricity,1679536800,1.265,2023-03-23T02:00:00Z
gas,1679536800,0.0,2023-03-23T02:00:00Z
electricity,1679538600,0.506,2023-03-23T02:30:00Z
gas,1679538600,0.0,2023-03-23T02:30:00Z
electricity,1679540400,0.34,2023-03-23T03:00:00Z
gas,1679540400,0.0,2023-03-23T03:00:00Z
electricity,1679542200,0.146,2023-03-23T03:30:00Z
gas,1679542200,0.0,2023-03-23T03:30:00Z
electricity,1679544000,1.744,2023-03-23T04:00:00Z
gas,1679544000,0.0,2023-03-23T04:00:00Z
electricity,1679545800,0.13,2023-03-23T04:30:00Z
gas,1679545800,0.0,2023-03-23T04:30:00Z
electricity,1679547600,1.266,2023-03-23T05:00:00Z
gas,1679547600,1.377,2023-03-23T05:00:00Z
electricity,1679549400,0.659,2023-03-23T05:30:00Z
gas,1679549400,11.069,2023-03-23T05:30:00Z
electricity,1679551200,0.075,2023-03-23T06:00:00Z
gas,1679551200,4.959,2023-03-23T06:00:00Z
electricity,1679553000,0.644,2023-03-23T06:30:00Z
gas,1679553000,11.641,2023-03-23T06:30:00Z
electricity,1679554800,1.632,2023-03-23T07:00:00Z
gas,1679554800,9.669,2023-03-23T07:00:00Z
electricity,1679556600,0.341,2023-03-23T07:30:00Z
gas,1679556600,5.771,2023-03-23T07:30:00Z
electricity,1679558400,0.678,2023-03-23T08:00:00Z
gas,1679558400,3.55,2023-03-23T08:00:00Z
electricity,1679560200,0.451,2023-03-23T08:30:00Z
gas,1679560200,2.179,2023-03-23T08:30:00Z
electricity,1679562000,0.374,2023-03-23T09:00:00Z
gas,1679562000,0.0,2023-03-23T09:00:00Z
electricity,1679563800,1.175,2023-03-23T09:30:00Z
gas,1679563800,0.0,2023-03-23T09:30:00Z
electricity,1679565600,0.929,2023-03-23T10:00:00Z
gas,1679565600,0.0,2023-03-23T10:00:00Z
electricity,1679567400,1.183,2023-03-23T10:30:00Z
gas,1679567400,0.0,2023-03-23T10:30:00Z
electricity,1679569200,0.696,2023-03-23T11:00:00Z
gas,1679569200,0.0,2023-03-23T11:00:00Z
electricity,1679571000,0.278,2023-03-23T11:30:00Z
gas,1679571000,0.0,2023-03-23T11:30:00Z
electricity,1679572800,0.477,2023-03-23T12:00:00Z
gas,1679572800,0.0,2023-03-23T12:00:00Z
electricity,1679574600,1.371,2023-03-23T12:30:00Z
gas,1679574600,0.0,2023-03-23T12:30:00Z
electricity,1679576400,0.541,2023-03-23T13:00:00Z
gas,1679576400,0.0,2023-03-23T13:00:00Z
electricity,1679578200,1.747,2023-03-23T13:30:00Z
gas,1679578200,0.0,2023-03-23T13:30:00Z
electricity,1679580000,1.981,2023-03-23T14:00:00Z
gas,1679580000,0.0,2023-03-23T14:00:00Z
electricity,1679581800,0.616,2023-03-23T14:30:00Z
gas,1679581800,0.0,2023-03-23T14:30:00Z
electricity,1679583600,0.84,2023-03-23T15:00:00Z
gas,1679583600,0.0,2023-03-23T15:00:00Z
electricity,1679585400,0.785,2023-03-23T15:30:00Z
gas,1679585400,0.0,2023-03-23T15:30:00Z
electricity,1679587200,0.239,2023-03-23T16:00:00Z
gas,1679587200,0.0,2023-03-23T16:00:00Z
electricity,1679589000,1.478,2023-03-23T16:30:00Z
gas,1679589000,0.0,2023-03-23T16:30:00Z
electricity,1679590800,1.522,2023-03-23T17:00:00Z
gas,1679590800,7.831,2023-03-23T17:00:00Z
electricity,1679592600,0.346,2023-03-23T17:30:00Z
gas,1679592600,0.713,2023-03-23T17:30:00Z
electricity,1679594400,0.653,2023-03-23T18:00:00Z
gas,1679594400,7.437,2023-03-23T18:00:00Z
electricity,1679596200,0.789,2023-03-23T18:30:00Z
gas,1679596200,5.344,2023-03-23T18:30:00Z
electricity,1679598000,1.562,2023-03-23T19:00:00Z
gas,1679598000,6.989,2023-03-23T19:00:00Z
electricity,1679599800,1.437,2023-03-23T19:30:00Z
gas,1679599800,11.222,2023-03-23T19:30:00Z
electricity,1679601600,0.573,2023-03-23T20:00:00Z
gas,1679601600,10.692,2023-03-23T20:00:00Z
electricity,1679603400,0.964,2023-03-23T20:30:00Z
gas,1679603400,4.681,2023-03-23T20:30:00Z
electricity,1679605200,0.762,2023-03-23T21:00:00Z
gas,1679605200,5.312,2023-03-23T21:00:00Z
electricity,1679607000,1.26,2023-03-23T21:30:00Z
gas,1679607000,0.185,2023-03-23T21:30:00Z
electricity,1679608800,0.738,2023-03-23T22:00:00Z
gas,1679608800,0.0,2023-03-23T22:00:00Z
electricity,1679610600,1.239,2023-03-23T22:30:00Z
gas,1679610600,0.0,2023-03-23T22:30:00Z
electricity,1679612400,0.53,2023-03-23T23:00:00Z
gas,1679612400,0.0,2023-03-23T23:00:00Z
electricity,1679614200,1.008,2023-03-23T23:30:00Z
gas,1679614200,0.0,2023-03-23T23:30:00Z
electricity,1679616000,1.62,2023-03-24T00:00:00Z
gas,1679616000,0.0,2023-03-24T00:00:00Z
electricity,1679617800,0.276,2023-03-24T00:30:00Z
gas,1679617800,0.0,2023-03-24T00:30:00Z
electricity,1679619600,1.381,2023-03-24T01:00:00Z
gas,1679619600,0.0,2023-03-24T01:00:00Z
electricity,1679621400,0.793,2023-03-24T01:30:00Z
gas,1679621400,0.0,2023-03-24T01:30:00Z
electricity,1679623200,1.165,2023-03-24T02:00:00Z
gas,1679623200,0.0,2023-03-24T02:00:00Z
electricity,1679625000,1.616,2023-03-24T02:30:00Z
gas,1679625000,0.0,2023-03-24T02:30:00Z
electricity,1679626800,1.362,2023-03-24T03:00:00Z
gas,1679626800,0.0,2023-03-24T03:00:00Z
electricity,1679628600,1.181,2023-03-24T03:30:00Z
gas,1679628600,0.0,2023-03-24T03:30:00Z
electricity,1679630400,0.822,2023-03-24T04:00:00Z
gas,1679630400,0.0,2023-03-24T04:00:00Z
electricity,1679632200,0.176,2023-03-24T04:30:00Z
gas,1679632200,0.0,2023-03-24T04:30:00Z
electricity,1679634000,0.997,2023-03-24T05:00:00Z
gas,1679634000,5.342,2023-03-24T05:00:00Z
electricity,1679635800,0.437,2023-03-24T05:30:00Z
gas,1679635800,8.815,2023-03-24T05:30:00Z
electricity,1679637600,1.426,2023-03-24T06:00:00Z
gas,1679637600,0.122,2023-03-24T06:00:00Z
electricity,1679639400,0.847,2023-03-24T06:30:00Z
gas,1679639400,5.997,2023-03-24T06:30:00Z
electricity,1679641200,0.844,2023-03-24T07:00:00Z
gas,1679641200,1.531,2023-03-24T07:00:00Z
electricity,1679643000,1.902,2023-03-24T07:30:00Z
gas,1679643000,3.724,2023-03-24T07:30:00Z
electricity,1679644800,1.42,2023-03-24T08:00:00Z
gas,1679644800,2.63,2023-03-24T08:00:00Z
electricity,1679646600,0.454,2023-03-24T08:30:00Z
gas,1679646600,0.473,2023-03-24T08:30:00Z
electricity,1679648400,0.088,2023-03-24T09:00:00Z
gas,1679648400,0.0,2023-03-24T09:00:00Z
electricity,1679650200,1.564,2023-03-24T09:30:00Z
gas,1679650200,0.0,2023-03-24T09:30:00Z
electricity,1679652000,0.41,2023-03-24T10:00:00Z
gas,1679652000,0.0,2023-03-24T10:00:00Z
electricity,1679653800,1.239,2023-03-24T10:30:00Z
gas,1679653800,0.0,2023-03-24T10:30:00Z
electricity,1679655600,1.756,2023-03-24T11:00:00Z
gas,1679655600,0.0,2023-03-24T11:00:00Z
electricity,1679657400,1.533,2023-03-24T11:30:00Z
gas,1679657400,0.0,2023-03-24T11:30:00Z
electricity,1679659200,0.749,2023-03-24T12:00:00Z
gas,1679659200,0.0,2023-03-24T12:00:00Z
electricity,1679661000,1.782,2023-03-24T12:30:00Z
gas,1679661000,0.0,2023-03-24T12:30:00Z
electricity,1679662800,1.267,2023-03-24T13:00:00Z
gas,1679662800,0.0,2023-03-24T13:00:00Z
electricity,1679664600,0.517,2023-03-24T13:30:00Z
gas,1679664600,0.0,2023-03-24T13:30:00Z
electricity,1679666400,1.103,2023-03-24T14:00:00Z
gas,1679666400,0.0,2023-03-24T14:00:00Z
electricity,1679668200,1.264,2023-03-24T14:30:00Z
gas,1679668200,0.0,2023-03-24T14:30:00Z
electricity,1679670000,1.802,2023-03-24T15:00:00Z
gas,1679670000,0.0,2023-03-24T15:00:00Z
electricity,1679671800,0.088,2023-03-24T15:30:00Z
gas,1679671800,0.0,2023-03-24T15:30:00Z
electricity,1679673600,0.283,2023-03-24T16:00:00Z
gas,1679673600,0.0,2023-03-24T16:00:00Z
electricity,1679675400,0.714,2023-03-24T16:30:00Z
gas,1679675400,0.0,2023-03-24T16:30:00Z
electricity,1679677200,0.278,2023-03-24T17:00:00Z
gas,1679677200,8.618,2023-03-24T17:00:00Z
electricity,1679679000,1.9,2023-03-24T17:30:00Z
gas,1679679000,11.089,2023-03-24T17:30:00Z
electricity,1679680800,0.423,2023-03-24T18:00:00Z
gas,1679680800,6.945,2023-03-24T18:00:00Z
electricity,1679682600,1.242,2023-03-24T18:30:00Z
gas,1679682600,10.628,2023-03-24T18:30:00Z
electricity,1679684400,0.988,2023-03-24T19:00:00Z
gas,1679684400,4.789,2023-03-24T19:00:00Z
electricity,1679686200,1.922,2023-03-24T19:30:00Z
gas,1679686200,1.722,2023-03-24T19:30:00Z
electricity,1679688000,0.459,2023-03-24T20:00:00Z
gas,1679688000,4.41,2023-03-24T20:00:00Z
electricity,1679689800,1.204,2023-03-24T20:30:00Z
gas,1679689800,8.073,2023-03-24T20:30:00Z
electricity,1679691600,1.291,2023-03-24T21:00:00Z
gas,1679691600,0.224,2023-03-24T21:00:00Z
electricity,1679693400,1.481,2023-03-24T21:30:00Z
gas,1679693400,4.602,2023-03-24T21:30:00Z
electricity,1679695200,1.719,2023-03-24T22:00:00Z
gas,1679695200,0.0,2023-03-24T22:00:00Z
electricity,1679697000,1.796,2023-03-24T22:30:00Z
gas,1679697000,0.0,2023-03-24T22:30:00Z
electricity,1679698800,0.807,2023-03-24T23:00:00Z
gas,1679698800,0.0,2023-03-24T23:00:00Z
electricity,1679700600,0.834,2023-03-24T23:30:00Z
gas,1679700600,0.0,2023-03-24T23:30:00Z
electricity,1679702400,0.24,2023-03-25T00:00:00Z
gas,1679702400,0.0,2023-03-25T00:00:00Z
electricity,1679704200,1.487,2023-03-25T00:30:00Z
gas,1679704200,0.0,2023-03-25T00:30:00Z
electricity,1679706000,0.887,2023-03-25T01:00:00Z
gas,1679706000,0.0,2023-03-25T01:00:00Z
electricity,1679707800,1.271,2023-03-25T01:30:00Z
gas,1679707800,0.0,2023-03-25T01:30:00Z
electricity,1679709600,1.523,2023-03-25T02:00:00Z
gas,1679709600,0.0,2023-03-25T02:00:00Z
electricity,1679711400,0.608,2023-03-25T02:30:00Z
gas,1679711400,0.0,2023-03-25T02:30:00Z
electricity,1679713200,0.568,2023-03-25T03:00:00Z
gas,1679713200,0.0,2023-03-25T03:00:00Z
electricity,1679715000,1.339,2023-03-25T03:30:00Z
gas,1679715000,0.0,2023-03-25T03:30:00Z
electricity,1679716800,1.465,2023-03-25T04:00:00Z
gas,1679716800,0.0,2023-03-25T04:00:00Z
electricity,1679718600,0.119,2023-03-25T04:30:00Z
gas,1679718600,0.0,2023-03-25T04:30:00Z
electricity,1679720400,1.863,2023-03-25T05:00:00Z
gas,1679720400,8.864,2023-03-25T05:00:00Z
electricity,1679722200,0.695,2023-03-25T05:30:00Z
gas,1679722200,10.479,2023-03-25T05:30:00Z
electricity,1679724000,0.274,2023-03-25T06:00:00Z
gas,1679724000,4.217,2023-03-25T06:00:00Z
electricity,1679725800,0.243,2023-03-25T06:30:00Z
gas,1679725800,5.294,2023-03-25T06:30:00Z
electricity,1679727600,0.147,2023-03-25T07:00:00Z
gas,1679727600,3.336,2023-03-25T07:00:00Z
electricity,1679729400,1.187,2023-03-25T07:30:00Z
gas,1679729400,5.76,2023-03-25T07:30:00Z
electricity,1679731200,0.32,2023-03-25T08:00:00Z
gas,1679731200,4.031,2023-03-25T08:00:00Z
electricity,1679733000,0.408,2023-03-25T08:30:00Z
gas,1679733000,11.643,2023-03-25T08:30:00Z
electricity,1679734800,0.166,2023-03-25T09:00:00Z
gas,1679734800,0.0,2023-03-25T09:00:00Z
electricity,1679736600,1.376,2023-03-25T09:30:00Z
gas,1679736600,0.0,2023-03-25T09:30:00Z
electricity,1679738400,1.106,2023-03-25T10:00:00Z
gas,1679738400,0.0,2023-03-25T10:00:00Z
electricity,1679740200,0.666,2023-03-25T10:30:00Z
gas,1679740200,0.0,2023-03-25T10:30:00Z
electricity,1679742000,1.78,2023-03-25T11:00:00Z
gas,1679742000,0.0,2023-03-25T11:00:00Z
electricity,1679743800,0.901,2023-03-25T11:30:00Z
gas,1679743800,0.0,2023-03-25T11:30:00Z
electricity,1679745600,0.909,2023-03-25T12:00:00Z
gas,1679745600,0.0,2023-03-25T12:00:00Z
electricity,1679747400,0.789,2023-03-25T12:30:00Z
gas,1679747400,0.0,2023-03-25T12:30:00Z
electricity,1679749200,0.428,2023-03-25T13:00:00Z
gas,1679749200,0.0,2023-03-25T13:00:00Z
electricity,1679751000,1.063,2023-03-25T13:30:00Z
gas,1679751000,0.0,2023-03-25T13:30:00Z
electricity,1679752800,0.979,2023-03-25T14:00:00Z
gas,1679752800,0.0,2023-03-25T14:00:00Z
electricity,1679754600,1.34,2023-03-25T14:30:00Z
gas,1679754600,0.0,2023-03-25T14:30:00Z
electricity,1679756400,1.797,2023-03-25T15:00:00Z
gas,1679756400,0.0,2023-03-25T15:00:00Z
electricity,1679758200,0.128,2023-03-25T15:30:00Z
gas,1679758200,0.0,2023-03-25T15:30:00Z
electricity,1679760000,0.598,2023-03-25T16:00:00Z
gas,1679760000,0.0,2023-03-25T16:00:00Z
electricity,1679761800,1.596,2023-03-25T16:30:00Z
gas,1679761800,0.0,2023-03-25T16:30:00Z
electricity,1679763600,1.808,2023-03-25T17:00:00Z
gas,1679763600,3.854,2023-03-25T17:00:00Z
electricity,1679765400,1.04,2023-03-25T17:30:00Z
gas,1679765400,2.452,2023-03-25T17:30:00Z
electricity,1679767200,0.155,2023-03-25T18:00:00Z
gas,1679767200,10.975,2023-03-25T18:00:00Z
electricity,1679769000,1.344,2023-03-25T18:30:00Z
gas,1679769000,11.022,2023-03-25T18:30:00Z
electricity,1679770800,1.346,2023-03-25T19:00:00Z
gas,1679770800,8.42,2023-03-25T19:00:00Z
electricity,1679772600,0.925,2023-03-25T19:30:00Z
gas,1679772600,9.742,2023-03-25T19:30:00Z
electricity,1679774400,0.484,2023-03-25T20:00:00Z
gas,1679774400,11.001,2023-03-25T20:00:00Z
electricity,1679776200,0.165,2023-03-25T20:30:00Z
gas,1679776200,6.704,2023-03-25T20:30:00Z
electricity,1679778000,0.484,2023-03-25T21:00:00Z
gas,1679778000,11.72,2023-03-25T21:00:00Z
electricity,1679779800,1.054,2023-03-25T21:30:00Z
gas,1679779800,7.992,2023-03-25T21:30:00Z
electricity,1679781600,1.16,2023-03-25T22:00:00Z
gas,1679781600,0.0,2023-03-25T22:00:00Z
electricity,1679783400,0.968,2023-03-25T22:30:00Z
gas,1679783400,0.0,2023-03-25T22:30:00Z
electricity,1679785200,0.535,2023-03-25T23:00:00Z
gas,1679785200,0.0,2023-03-25T23:00:00Z
electricity,1679787000,0.157,2023-03-25T23:30:00Z
gas,1679787000,0.0,2023-03-25T23:30:00Z
electricity,1679788800,1.025,2023-03-26T00:00:00Z
gas,1679788800,0.0,2023-03-26T00:00:00Z
electricity,1679790600,1.38,2023-03-26T00:30:00Z
gas,1679790600,0.0,2023-03-26T00:30:00Z
electricity,1679792400,1.789,2023-03-26T01:00:00Z
gas,1679792400,0.0,2023-03-26T01:00:00Z
electricity,1679794200,1.908,2023-03-26T01:30:00Z
gas,1679794200,0.0,2023-03-26T01:30:00Z
electricity,1679796000,1.134,2023-03-26T02:00:00Z
gas,1679796000,0.0,2023-03-26T02:00:00Z
electricity,1679797800,1.636,2023-03-26T02:30:00Z
gas,1679797800,0.0,2023-03-26T02:30:00Z
electricity,1679799600,1.441,2023-03-26T03:00:00Z
gas,1679799600,0.0,2023-03-26T03:00:00Z
electricity,1679801400,1.798,2023-03-26T03:30:00Z
gas,1679801400,0.0,2023-03-26T03:30:00Z
electricity,1679803200,0.412,2023-03-26T04:00:00Z
gas,1679803200,0.0,2023-03-26T04:00:00Z
electricity,1679805000,0.246,2023-03-26T04:30:00Z
gas,1679805000,0.0,2023-03-26T04:30:00Z
electricity,1679806800,1.881,2023-03-26T05:00:00Z
gas,1679806800,1.497,2023-03-26T05:00:00Z
electricity,1679808600,1.571,2023-03-26T05:30:00Z
gas,1679808600,8.073,2023-03-26T05:30:00Z
electricity,1679810400,0.194,2023-03-26T06:00:00Z
gas,1679810400,9.74,2023-03-26T06:00:00Z
electricity,1679812200,1.544,2023-03-26T06:30:00Z
gas,1679812200,8.711,2023-03-26T06:30:00Z
electricity,1679814000,1.527,2023-03-26T07:00:00Z
gas,1679814000,0.447,2023-03-26T07:00:00Z
electricity,1679815800,1.919,2023-03-26T07:30:00Z
gas,1679815800,11.724,2023-03-26T07:30:00Z
electricity,1679817600,0.387,2023-03-26T08:00:00Z
gas,1679817600,4.022,2023-03-26T08:00:00Z
electricity,1679819400,0.641,2023-03-26T08:30:00Z
gas,1679819400,3.888,2023-03-26T08:30:00Z
electricity,1679821200,1.132,2023-03-26T09:00:00Z
gas,1679821200,0.0,2023-03-26T09:00:00Z
electricity,1679823000,1.743,2023-03-26T09:30:00Z
gas,1679823000,0.0,2023-03-26T09:30:00Z
electricity,1679824800,1.363,2023-03-26T10:00:00Z
gas,1679824800,0.0,2023-03-26T10:00:00Z
electricity,1679826600,1.755,2023-03-26T10:30:00Z
gas,1679826600,0.0,2023-03-26T10:30:00Z
electricity,1679828400,0.591,2023-03-26T11:00:00Z
gas,1679828400,0.0,2023-03-26T11:00:00Z
electricity,1679830200,0.294,2023-03-26T11:30:00Z
gas,1679830200,0.0,2023-03-26T11:30:00Z
electricity,1679832000,1.826,2023-03-26T12:00:00Z
gas,1679832000,0.0,2023-03-26T12:00:00Z
electricity,1679833800,0.05,2023-03-26T12:30:00Z
gas,1679833800,0.0,2023-03-26T12:30:00Z
electricity,1679835600,0.114,2023-03-26T13:00:00Z
gas,1679835600,0.0,2023-03-26T13:00:00Z
electricity,1679837400,1.218,2023-03-26T13:30:00Z
gas,1679837400,0.0,2023-03-26T13:30:00Z
electricity,1679839200,0.342,2023-03-26T14:00:00Z
gas,1679839200,0.0,2023-03-26T14:00:00Z
electricity,1679841000,1.886,2023-03-26T14:30:00Z
gas,1679841000,0.0,2023-03-26T14:30:00Z
electricity,1679842800,0.422,2023-03-26T15:00:00Z
gas,1679842800,0.0,2023-03-26T15:00:00Z
electricity,1679844600,1.967,2023-03-26T15:30:00Z
gas,1679844600,0.0,2023-03-26T15:30:00Z
electricity,1679846400,0.435,2023-03-26T16:00:00Z
gas,1679846400,0.0,2023-03-26T16:00:00Z
electricity,1679848200,0.272,2023-03-26T16:30:00Z
gas,1679848200,0.0,2023-03-26T16:30:00Z
electricity,1679850000,0.771,2023-03-26T17:00:00Z
gas,1679850000,11.424,2023-03-26T17:00:00Z
electricity,1679851800,1.952,2023-03-26T17:30:00Z
gas,1679851800,0.296,2023-03-26T17:30:00Z
electricity,1679853600,1.483,2023-03-26T18:00:00Z
gas,1679853600,7.24,2023-03-26T18:00:00Z
electricity,1679855400,1.463,2023-03-26T18:30:00Z
gas,1679855400,5.143,2023-03-26T18:30:00Z
electricity,1679857200,1.084,2023-03-26T19:00:00Z
gas,1679857200,1.65,2023-03-26T19:00:00Z
electricity,1679859000,0.972,2023-03-26T19:30:00Z
gas,1679859000,3.603,2023-03-26T19:30:00Z
electricity,1679860800,1.531,2023-03-26T20:00:00Z
gas,1679860800,6.186,2023-03-26T20:00:00Z
electricity,1679862600,0.47,2023-03-26T20:30:00Z
gas,1679862600,10.007,2023-03-26T20:30:00Z
electricity,1679864400,0.798,2023-03-26T21:00:00Z
gas,1679864400,5.462,2023-03-26T21:00:00Z
electricity,1679866200,0.568,2023-03-26T21:30:00Z
gas,1679866200,7.944,2023-03-26T21:30:00Z
electricity,1679868000,0.324,2023-03-26T22:00:00Z
gas,1679868000,0.0,2023-03-26T22:00:00Z
electricity,1679869800,1.718,2023-03-26T22:30:00Z
gas,1679869800,0.0,2023-03-26T22:30:00Z
electricity,1679871600,1.484,2023-03-26T23:00:00Z
gas,1679871600,0.0,2023-03-26T23:00:00Z
electricity,1679873400,1.537,2023-03-26T23:30:00Z
gas,1679873400,0.0,2023-03-26T23:30:00Z
electricity,1679875200,1.731,2023-03-27T00:00:00Z
gas,1679875200,0.0,2023-03-27T00:00:00Z
electricity,1679877000,1.539,2023-03-27T00:30:00Z
gas,1679877000,0.0,2023-03-27T00:30:00Z
electricity,1679878800,1.179,2023-03-27T01:00:00Z
gas,1679878800,0.0,2023-03-27T01:00:00Z
electricity,1679880600,0.258,2023-03-27T01:30:00Z
gas,1679880600,0.0,2023-03-27T01:30:00Z
electricity,1679882400,1.277,2023-03-27T02:00:00Z
